203000	2010	Renault	diesel	1500
39000	2008	Citroen	benzyna	1000
190000	2005	Peugeot	diesel	1600
230000	2001	Volkswagen	benzyna	1598
189000	2000	BMW	benzyna	1600
129000	2004	Opel	diesel	1700
15900	2006	Renault	benzyna	1600
180000	2003	Opel	diesel	1994
147000	2014	Fiat	benzyna	3600
210000	2012	Citroen	diesel	2000
280000	2001	Renault	benzyna	1200
133000	2011	Opel	diesel	1686
222000	2002	Alfa	gaz	1598
180000	2010	Skoda	diesel	1598
387000	1994	Mercedes-Benz	diesel	2500
341000	2000	Mercedes-Benz	diesel	2200
174000	2006	Hyundai	benzyna	2400
5	2013	Peugeot	diesel	1560
172500	2008	Opel	diesel	1900
349189	2009	Opel	diesel	1956
101000	2015	Skoda	diesel	1600
168000	2002	Hyundai	benzyna	2000
325000	2003	Volkswagen	diesel	1900
176751	2010	Volkswagen	diesel	2000
275000	2001	Nissan	diesel	2184
180000	2008	Citroen	benzyna	1598
176000	2008	Renault	diesel	2000
121000	2005	Audi	diesel	1968
7868	2016	BMW	diesel	1500
235600	2007	Audi	diesel	2000
36700	2013	Opel	benzyna	1000
217000	2006	Opel	diesel	1900
179000	2005	Saab	diesel	1900
108000	1999	Ford	diesel	1800
185000	2006	Mercedes-Benz	diesel	3200
245000	2000	Lancia	diesel	2400
117966	2014	Volkswagen	diesel	1598
118177	2010	Skoda	benzyna	1798
3500	2016	Opel	benzyna	1400
197000	2008	Chevrolet	diesel	2000
160000	2006	Honda	gaz	1400
46000	2012	Honda	benzyna	1400
135000	2010	Renault	benzyna	1600
207700	2008	Audi	diesel	3000
101236	2013	Volvo	diesel	2000
189714	2011	Mazda	diesel	1600
64998	2009	Fiat	benzyna	1400
191000	2002	Mitsubishi	benzyna	1834
222000	2007	Peugeot	diesel	1997
137000	2008	Volkswagen	benzyna	2000
89300	2013	Renault	benzyna	1200
34048	2016	Volvo	diesel	2000
202600	2006	Volvo	diesel	1600
49376	2011	Kia	benzyna	1400
300000	2003	Ford	benzyna	1800
178000	2006	BMW	benzyna	2000
15000	2016	Toyota	benzyna	1329
165061	2010	Volkswagen	diesel	1600
39638	2016	Volkswagen	diesel	1600
10	2017	Audi	diesel	2000
270000	2008	Opel	diesel	1900
63000	2015	Ford	benzyna	2000
48000	2010	BMW	benzyna	2000
110000	2004	Fiat	benzyna	1800
70000	2005	Hyundai	gaz	2656
6200	2015	Renault	diesel	1461
250000	2003	Toyota	benzyna	1586
162000	2002	Volkswagen	benzyna	1400
165967	2009	Volkswagen	diesel	2000
1	2017	Honda	benzyna	1500
28000	2015	Hyundai	benzyna	998
1	2017	Volkswagen	diesel	1968
128000	2008	Hyundai	diesel	1500
247000	2012	Audi	diesel	3000
64000	2010	Suzuki	benzyna	1600
134000	2005	Mazda	benzyna	1600
187070	2005	Opel	diesel	1900
229700	2005	Volkswagen	diesel	1900
28000	2015	Audi	diesel	2000
204000	2001	Volkswagen	gaz	2771
234800	2004	Audi	diesel	2000
76671	2010	Renault	benzyna	1598
115412	2013	Volkswagen	diesel	2000
114000	2013	Audi	benzyna	1400
187000	2009	Citroen	benzyna	2000
32500	2013	Nissan	benzyna	1997
52000	2016	BMW	diesel	2000
159000	2005	Audi	benzyna	1600
30000	2003	Volkswagen	benzyna	1800
24850	2014	Ford	benzyna	1000
189000	2008	Mazda	benzyna	1334
36000	2012	BMW	benzyna	1600
17035	2016	Toyota	benzyna	1598
250000	2002	Mercedes-Benz	diesel	3200
286000	2007	BMW	diesel	2000
43000	2013	Volkswagen	diesel	2000
150122	2006	Ford	benzyna	1600
168000	2005	Citroen	benzyna	1400
122548	2013	BMW	diesel	2000
208000	2005	Nissan	diesel	2500
5	2017	Hyundai	benzyna	1400
238000	2006	Mercedes-Benz	diesel	3000
200000	2006	Volkswagen	diesel	1400
236000	2008	Audi	diesel	1900
69000	2010	Volkswagen	benzyna	1200
15606	2016	Opel	benzyna	1399
44540	2015	Citroen	benzyna	1199
143000	2006	Volkswagen	gaz	1200
279000	2004	BMW	diesel	3000
134000	2001	Mercedes-Benz	benzyna	1998
110000	2008	SEAT	benzyna	1400
167000	2003	Honda	benzyna	1339
195463	2005	BMW	benzyna	3000
194000	2006	Opel	gaz	1798
179023	2005	Toyota	benzyna	1398
63000	2015	Opel	diesel	1995
168000	2001	MINI	benzyna	1600
4	2017	Alfa	benzyna	1400
242000	1997	Ford	benzyna	2000
156000	2012	Hyundai	diesel	1700
186000	2008	Suzuki	benzyna	1600
308000	2006	Ford	diesel	2000
225731	2007	Honda	diesel	2200
237400	2001	Ford	benzyna	1800
155000	2007	Honda	benzyna	1300
130000	2006	Peugeot	benzyna	1400
114677	2007	Opel	benzyna	1600
188000	2006	Fiat	diesel	1200
40409	2013	Peugeot	benzyna	1600
181000	2008	Peugeot	diesel	2200
115000	2011	Toyota	benzyna	998
105000	2006	Fiat	diesel	1248
169000	2007	Mitsubishi	diesel	2000
213180	2001	Mercedes-Benz	benzyna	2000
139000	2011	Nissan	benzyna	3696
38000	2015	Toyota	benzyna	1800
144000	2008	Peugeot	diesel	1600
172002	2014	Ford	benzyna	1600
243000	2005	Audi	diesel	3000
196571	2007	Opel	diesel	2000
27000	2010	Hyundai	benzyna	1100
257000	2007	Toyota	diesel	2200
205000	2012	Mitsubishi	gaz	1998
135000	1998	Fiat	benzyna	1100
181000	2008	SEAT	diesel	1900
154000	2004	Renault	diesel	1899
26000	2014	Jeep	benzyna	3200
190000	2010	BMW	diesel	2000
211000	2012	Renault	diesel	1600
150000	2004	Renault	diesel	1500
84593	2014	BMW	benzyna	1600
31844	2016	Ford	benzyna	1598
22780	2016	Peugeot	diesel	1560
93000	2012	Toyota	benzyna	1000
175000	2003	Skoda	benzyna	1200
35508	2015	Audi	diesel	3000
56000	2015	SEAT	benzyna	1000
312000	2006	Volvo	benzyna	2500
182000	2009	Hyundai	diesel	2000
105300	2011	Opel	benzyna	1000
218000	2001	Ford	gaz	2544
64000	1998	Subaru	benzyna	2000
121802	2010	Mercedes-Benz	diesel	2100
164000	2004	Opel	benzyna	973
32000	2011	Toyota	benzyna	1800
214788	2011	BMW	diesel	2000
221000	2007	Volkswagen	diesel	1968
102000	2008	BMW	benzyna	2497
114000	2014	Opel	diesel	1300
154000	2014	Opel	diesel	2000
21000	2016	Skoda	benzyna	1200
129000	1998	Fiat	benzyna	1747
240000	2005	Mercedes-Benz	diesel	2200
173652	2013	Skoda	diesel	1968
61000	2013	Volvo	diesel	1600
215000	2003	Ford	diesel	2000
225200	2009	BMW	diesel	2000
23968	2016	SEAT	benzyna	1200
16894	2014	Volkswagen	diesel	2000
49000	2014	Ford	diesel	1560
55000	2013	Peugeot	benzyna	1200
107274	2013	Toyota	benzyna	1598
219000	2006	Volkswagen	diesel	2000
98646	1999	Chevrolet	benzyna	4300
124000	2013	Opel	diesel	1700
71733	2013	Audi	diesel	2000
167000	2007	Volkswagen	diesel	2000
101251	2013	Skoda	benzyna	1200
11054	2017	MINI	diesel	2000
138000	2008	Toyota	diesel	1400
341000	2007	Volkswagen	diesel	2461
198000	2005	Ford	benzyna	1600
215000	2005	Renault	diesel	1461
198000	2007	Ford	diesel	1600
250000	2005	Audi	diesel	1952
198000	2002	Lancia	diesel	1900
118000	2011	SEAT	benzyna	1984
158000	2013	Peugeot	diesel	1600
169000	2004	Volkswagen	benzyna	1600
178000	2009	Mazda	diesel	1998
130000	2013	BMW	diesel	2993
80000	2007	Rover	benzyna	1400
228900	2005	Audi	diesel	2000
210000	2007	Chrysler	diesel	2800
4869	2016	Mitsubishi	benzyna	1600
268000	2010	Mercedes-Benz	benzyna	3000
151000	2011	Volkswagen	gaz	1198
281100	2004	BMW	diesel	1995
161149	2007	Volkswagen	diesel	2000
147000	2011	Suzuki	benzyna	996
237000	2007	Volkswagen	diesel	2000
204000	2000	Hyundai	benzyna	1341
255000	2007	Ford	diesel	2000
159630	1999	Toyota	diesel	2982
93867	2007	Peugeot	diesel	1600
139000	2005	Kia	benzyna	1086
239000	2006	Volkswagen	diesel	3000
147000	2005	Kia	gaz	2000
100000	2007	Citroen	benzyna	1800
310800	2002	Mitsubishi	diesel	2477
186000	2006	Skoda	diesel	1900
192500	2002	Volkswagen	benzyna	2000
2900	2016	Audi	benzyna	1400
170	2000	Opel	benzyna	1200
180000	2001	Renault	benzyna	1400
180000	2002	BMW	gaz	1800
221000	2004	Fiat	gaz	1200
44000	2015	Opel	gaz	1400
186000	2002	Renault	benzyna	2000
96000	2012	Citroen	diesel	1600
224000	1996	SEAT	benzyna	1400
325101	1996	BMW	benzyna	2800
123928	2014	Ford	diesel	1600
160000	2014	Citroen	diesel	2000
116000	2008	Skoda	diesel	1896
252000	2003	Audi	diesel	1896
98000	2013	Fiat	benzyna	1400
247768	2007	BMW	benzyna	1995
197000	2011	Volvo	diesel	2400
265000	2006	BMW	diesel	3000
325285	1997	Peugeot	diesel	1905
115000	2001	Suzuki	benzyna	1328
28130	2015	Toyota	diesel	1364
245000	2002	Renault	gaz	1598
221000	2005	Skoda	benzyna	2000
182450	2006	SEAT	diesel	1968
85000	2008	Kia	diesel	2000
122000	2005	Ford	gaz	4600
109537	2015	Nissan	benzyna	1200
200000	2013	Volkswagen	diesel	1600
129000	2003	Nissan	benzyna	1796
93600	2013	Opel	benzyna	1229
102900	2014	Volkswagen	diesel	2000
66	2016	Kia	benzyna	1000
30300	2016	Skoda	benzyna	1200
166000	1999	Ford	gaz	4011
185000	2008	Volkswagen	gaz	1600
149000	2007	Ford	benzyna	1998
1	2017	Honda	benzyna	1500
152862	2012	Porsche	diesel	3000
203394	2007	Volkswagen	diesel	1896
19239	2015	Renault	diesel	2000
9500	2016	SEAT	benzyna	1400
185000	2002	Mercedes-Benz	benzyna	1598
2111	2016	Toyota	benzyna	998
202890	2007	BMW	diesel	2000
103000	2006	Citroen	diesel	1600
7	2017	Fabrycznie	diesel	500
310000	2001	Jeep	diesel	2500
98350	2013	Mercedes-Benz	benzyna	1991
180000	2007	Opel	benzyna	1800
167329	2007	Volkswagen	benzyna	1200
149405	2011	Volkswagen	diesel	1598
23800	2015	Renault	benzyna	1600
303000	2003	Volkswagen	diesel	1900
255000	2004	Renault	benzyna	1800
122000	2003	Ford	benzyna	1596
300000	2006	Mercedes-Benz	diesel	2200
5	2017	Mercedes-Benz	benzyna	1595
221760	2004	Citroen	gaz	3000
168000	2012	Opel	diesel	1700
203	2001	Audi	benzyna	1385
161000	2012	Mercedes-Benz	benzyna	2000
198000	2011	Ford	diesel	1997
134551	2007	Ford	diesel	1800
29000	2013	Fiat	benzyna	900
47245	2015	Toyota	benzyna	1329
1	2017	Honda	benzyna	1500
201432	2004	Renault	gaz	1600
147000	2012	Skoda	diesel	1600
247000	2010	Opel	diesel	2000
143000	2011	Ford	diesel	1600
176380	2011	Ford	diesel	1600
158000	2007	Peugeot	diesel	1600
109000	2012	Volkswagen	diesel	1568
206000	2006	Opel	benzyna	1600
123000	2012	Opel	diesel	1658
189999	2006	BMW	diesel	2500
158000	2008	Alfa	benzyna	1600
91000	2013	Opel	diesel	1300
7000	2015	Toyota	benzyna	2000
207636	2012	Citroen	diesel	1600
50000	2014	Porsche	benzyna	2997
89600	2014	Mazda	benzyna	1995
54000	2014	Mitsubishi	diesel	2500
98000	2011	Audi	benzyna	2000
138000	2011	Citroen	diesel	1600
214064	2000	Saab	benzyna	2000
663	2017	Suzuki	benzyna	1600
240420	2009	Volkswagen	diesel	1896
189000	2008	Audi	diesel	2000
336318	2002	BMW	diesel	2000
124000	2015	Volkswagen	diesel	1600
136261	2014	Citroen	diesel	1600
106000	2004	Toyota	benzyna	1400
169000	2015	Ford	diesel	2000
106425	2009	Chevrolet	benzyna	1200
114000	2004	Smart	benzyna	700
226000	2008	Ford	diesel	2200
160000	2013	Volvo	diesel	1600
196000	2008	Volvo	gaz	3200
84200	2009	MINI	benzyna	1600
141300	2012	Volkswagen	diesel	3000
180882	2004	Renault	diesel	1870
245000	2005	Volkswagen	benzyna	1984
17500	2016	BMW	diesel	1995
120000	2012	Ford	benzyna	1200
239000	2006	Ford	diesel	2000
141000	2012	Audi	benzyna	1800
311000	2006	Volkswagen	diesel	2000
313000	1992	Mercedes-Benz	diesel	2000
198000	2006	Opel	diesel	1300
124021	2015	Renault	diesel	1500
11200	2016	Opel	benzyna	1400
131000	2007	BMW	benzyna	2500
224032	2009	Volkswagen	diesel	2000
250000	2008	Skoda	diesel	1968
352975	2003	Skoda	diesel	1900
46512	2014	Honda	benzyna	1800
26092	2016	Ford	benzyna	1300
12345	2017	Volkswagen	benzyna	1000
124362	2010	Skoda	benzyna	1798
118478	2010	Dacia	benzyna	1598
21000	2016	Mercedes-Benz	diesel	3000
10	2017	Honda	benzyna	1500
140000	2003	Peugeot	benzyna	1600
181308	2005	Ford	benzyna	1596
130000	2009	Fiat	gaz	1400
17096	2016	Toyota	diesel	1995
170000	2014	Kia	diesel	1400
35886	2013	MINI	benzyna	1598
136132	2012	Skoda	diesel	1968
5	2016	Renault	diesel	1598
291000	2004	Opel	diesel	1900
180000	2010	Renault	diesel	1900
162000	2004	Ford	diesel	2000
316918	2006	Volkswagen	diesel	2967
159705	2004	Ford	benzyna	1598
109881	2007	Ford	diesel	1800
151000	2010	Chevrolet	diesel	2000
30965	2015	Toyota	diesel	1364
224000	2007	Renault	gaz	1600
226000	2004	Volkswagen	diesel	1900
204500	2006	Mazda	diesel	2000
197000	2000	Renault	benzyna	1600
174000	2008	Ford	diesel	2000
90000	2014	Mitsubishi	diesel	1800
236000	2008	Land	diesel	2200
167000	2010	Volkswagen	diesel	1600
1	2015	Nissan	gaz	1198
50000	2012	Suzuki	benzyna	1600
1	2017	BMW	diesel	3000
86000	2011	Chevrolet	benzyna	1000
131606	2008	Volkswagen	benzyna	1390
199610	2009	Ford	diesel	1600
114000	2008	Alfa	diesel	1910
5000	2016	Toyota	benzyna	1000
4	2017	Ford	benzyna	1000
305000	2004	Ford	diesel	1800
217700	2007	Hyundai	diesel	1600
5	2017	Renault	benzyna	1600
147000	2008	Volkswagen	benzyna	1400
146000	2012	Volkswagen	diesel	1600
188148	2006	Mazda	benzyna	2300
96000	2006	Subaru	benzyna	1500
145376	2008	Mitsubishi	benzyna	1499
162661	2009	Ford	diesel	1560
260000	2004	Skoda	diesel	1856
192000	2002	MINI	benzyna	1600
288000	2004	Mercedes-Benz	benzyna	1800
238000	2002	Ford	diesel	1800
21000	2008	Renault	benzyna	1200
26900	2009	Skoda	diesel	1600
208000	2004	Renault	benzyna	2000
73700	2012	Nissan	benzyna	1000
141649	2008	Audi	benzyna	2000
221500	2000	Lexus	benzyna	3000
69433	2014	Nissan	diesel	1500
101858	2009	Mitsubishi	diesel	2200
184000	2007	Alfa	benzyna	2000
5	2017	Mercedes-Benz	diesel	1461
144000	2000	SEAT	benzyna	1398
67908	2012	Volkswagen	benzyna	1390
70000	2011	Renault	benzyna	1600
224000	2006	Opel	diesel	1900
280000	2000	Kia	diesel	2000
85000	2012	Toyota	benzyna	998
109489	2003	Honda	benzyna	1339
181000	2006	Opel	diesel	1686
141000	2013	Renault	diesel	1460
107000	2014	Renault	diesel	1500
238000	2008	Audi	diesel	2700
32000	2013	Volvo	diesel	1600
69467	2012	Renault	diesel	2000
31700	2013	Toyota	benzyna	1500
180000	2011	Opel	diesel	2000
209101	2004	Volkswagen	gaz	1600
8500	2016	Opel	benzyna	1399
137000	2002	Ford	gaz	3797
177048	2008	Suzuki	benzyna	1586
167427	2012	Renault	diesel	2000
190000	2010	Peugeot	diesel	1600
5	2017	Peugeot	benzyna	1200
258900	1998	Alfa	benzyna	2500
7800	2016	Skoda	benzyna	1000
183915	2010	Volkswagen	diesel	1595
217000	2007	Mercedes-Benz	diesel	2200
163000	2012	Toyota	diesel	2200
2000	2017	Honda	benzyna	2000
146000	2008	Volkswagen	diesel	1968
104000	2010	Fiat	benzyna	1400
165000	2005	Mitsubishi	benzyna	1584
5	2017	Honda	benzyna	1000
283000	2001	Audi	diesel	1900
260000	2003	Saab	benzyna	2000
223000	2008	Renault	diesel	2000
194000	2008	Mazda	gaz	2000
4200	2016	BMW	diesel	2000
46000	2016	Hyundai	benzyna	1300
238420	2007	Dodge	diesel	2000
5	2017	Honda	benzyna	2000
18498	2015	Ford	benzyna	1600
154000	2012	Fiat	gaz	1200
443000	2005	Audi	diesel	2000
179306	2007	Ford	diesel	1600
60806	2014	Hyundai	gaz	1600
220000	2005	Opel	diesel	1910
112000	2010	Fiat	diesel	1300
77500	2014	Opel	benzyna	1200
112000	2013	Opel	diesel	1300
230000	1995	Mazda	gaz	1800
227000	2002	Hyundai	benzyna	2400
219000	1992	Volkswagen	benzyna	1800
229897	2005	Opel	benzyna	2200
152900	2008	Opel	benzyna	1200
32163	2016	Volkswagen	benzyna	1395
341000	2002	Volkswagen	diesel	1900
125000	2012	Toyota	benzyna	1000
178000	2006	Mercedes-Benz	diesel	4000
156800	1999	Chrysler	benzyna	2500
200356	2008	Citroen	benzyna	1600
150000	2001	Fiat	benzyna	1600
204800	2005	Peugeot	diesel	1997
161000	2007	Hyundai	benzyna	1400
107000	2014	Ford	benzyna	998
144000	2006	Mitsubishi	benzyna	1100
42434	2012	Opel	gaz	1200
99053	2010	Suzuki	diesel	1900
227000	1998	Skoda	benzyna	1598
267405	1991	Mercedes-Benz	benzyna	1996
98073	2007	Peugeot	diesel	1997
220000	2000	Mercedes-Benz	diesel	2200
35000	2013	Renault	diesel	2000
186095	2008	Mitsubishi	diesel	1968
259000	2007	Mercedes-Benz	diesel	3000
403000	2005	Audi	diesel	2000
113816	2013	Ford	diesel	1600
234	2002	BMW	diesel	2000
237000	2005	Nissan	diesel	1900
41000	2014	Renault	benzyna	1200
313000	1998	Volkswagen	diesel	2500
42000	2013	Ford	diesel	2000
13	2016	Jaguar	benzyna	2995
22756	2016	Volkswagen	benzyna	1798
210000	2002	Renault	diesel	1898
104000	2011	Mercedes-Benz	diesel	3000
169000	2012	Citroen	diesel	1560
177077	2012	Ford	diesel	2000
190000	2007	Volvo	diesel	2400
85000	2006	Renault	benzyna	2000
178112	1999	Mitsubishi	benzyna	1299
178523	1998	Audi	benzyna	2800
190000	2007	Ford	benzyna	1800
131000	2007	Citroen	benzyna	1400
88000	2014	Opel	benzyna	1568
123000	2009	Opel	benzyna	1600
235000	2008	Citroen	diesel	2000
112000	2013	Peugeot	diesel	2000
227000	2011	Audi	diesel	3000
