flat,badrooms,bathrooms,location,sqm,price
True,3,4,Rataje,48,270000.0
True,3,9,Nowe,65,348000.0
True,2,0,Ławica,60,260000.0
True,4,4,Stare,60,370000.0
True,3,4,Stare,16,399000.0
True,4,3,Grunwald,74,369000.0
True,2,0,Łazarz,50,224000.0
True,3,4,Grunwald,49,260000.0
True,3,0,Piątkowo,60,315000.0
True,3,3,Wilda,67,379999.0
True,2,1,Rataje,63,350000.0
True,2,4,Grunwald,38,270000.0
True,4,2,Łazarz,92,439000.0
True,3,1,Rataje,50,519000.0
True,2,2,Dębiec,66,290000.0
True,2,4,Łazarz,80,326000.0
True,2,3,Grunwald,42,240000.0
True,3,0,Wilda,67,389000.0
True,3,2,Dębiec,91,420000.0
True,2,1,Naramowice,51,279000.0
True,2,4,Grunwald,43,220000.0
True,2,2,Grunwald,17,465360.0
True,3,3,Grunwald,16,777280.0
True,4,1,Stare,146,1000000.0
True,2,3,Rataje,50,350000.0
True,4,2,Jeżyce,87,469000.0
True,2,5,Jeżyce,38,253498.0
True,3,3,Jeżyce,51,334752.0
True,4,5,Jeżyce,57,374792.0
True,3,4,Rataje,63,329000.0
False,2,2,Stare,15,349668.0
False,2,3,Grunwald,24,297420.0
False,2,3,Grunwald,24,297420.0
True,2,1,Jeżyce,60,220000.0
True,3,1,Sołacz,66,399000.0
True,3,3,Grunwald,70,488000.0
True,2,4,Grunwald,43,220000.0
True,3,2,Podolany,68,390000.0
True,2,0,Wilda,52,299000.0
True,2,0,Wilda,37,234000.0
True,3,2,Wilda,90,375000.0
True,4,0,Centrum,163,820000.0
True,3,4,Winogrady,50,320000.0
False,4,0,Grunwald,82,420000.0
True,4,1,Stare,98,495000.0
True,2,1,Stare,52,279000.0
True,3,1,Stare,99,620000.0
True,2,1,Stare,54,329000.0
True,3,2,Stare,92,699000.0
True,3,0,Stare,73,487000.0
True,3,0,Naramowice,69,375000.0
True,2,9,Rataje,49,269000.0
True,2,4,Grunwald,43,220000.0
True,2,1,Dębiec,38,230000.0
True,2,0,Górczyn,60,435000.0
True,3,2,Podolany,68,390000.0
True,2,1,Grunwald,78,446240.0
True,3,2,Podolany,68,390000.0
True,3,2,Winogrady,100,619000.0
True,2,3,Dębiec,50,240000.0
True,3,4,Rataje,48,270000.0
True,2,0,Stare,42,244968.0
True,2,4,Winogrady,48,285679.0
True,2,6,Winiary,70,260000.0
True,4,1,Piątkowo,100,585000.0
True,3,1,Piątkowo,63,329000.0
True,2,0,Naramowice,46,269000.0
True,3,9,Rataje,65,348000.0
True,3,4,Rataje,48,270000.0
True,3,5,Grunwald,58,359605.0
False,2,3,Stare,71,375529.0
False,2,1,Podolany,74,247705.0
False,2,1,Piątkowo,74,247705.0
False,2,4,Głuszyna,45,156085.0
False,3,3,Winogrady,17,411684.0
False,4,0,Szczepankowo,29,349000.0
False,2,2,Podolany,70,277823.0
False,2,0,Ogrody,54,249733.0
False,4,2,Starołęka,14,424377.0
False,2,0,Starołęka,59,282944.0
False,3,1,Stare,51,460499.0
True,3,0,Grunwald,48,270000.0
True,4,1,Wilda,80,350000.0
True,4,4,Winogrady,90,350000.0
True,4,0,Winogrady,56,323000.0
True,4,4,Centrum,109,649000.0
True,3,8,Grunwald,56,341704.0
True,2,3,Grunwald,50,297421.0
True,2,2,Grunwald,40,245832.0
True,2,4,Winogrady,48,285384.0
True,2,1,Wilda,40,240000.0
True,3,2,Jeżyce,21,345865.0
True,2,2,Jeżyce,57,261000.0
True,3,2,Jeżyce,74,400000.0
True,2,2,Jeżyce,74,400000.0
True,3,9,Rataje,65,348000.0
True,2,2,Grunwald,51,369000.0
True,3,0,Rataje,63,339000.0
True,2,4,Rataje,23,250000.0
True,2,4,Rataje,44,245000.0
True,2,2,Dębiec,48,240000.0
True,2,4,Grunwald,60,262000.0
True,4,1,Smochowice,69,395000.0
True,2,4,Piątkowo,50,313000.0
True,3,1,Malta,90,409000.0
True,3,3,Grunwald,83,599000.0
True,2,2,Jeżyce,42,289000.0
True,3,3,Naramowice,48,390000.0
True,2,4,Piątkowo,49,313000.0
True,4,2,Centrum,72,375000.0
True,3,1,Naramowice,51,350000.0
False,3,5,Winogrady,18,304140.0
False,2,14,Grunwald,74,353275.0
False,2,1,Nowe,93,244071.0
True,3,9,Rataje,65,348000.0
True,3,4,Winogrady,53,320000.0
True,3,9,Rataje,65,348000.0
True,3,9,Rataje,65,348000.0
True,2,1,Dębiec,37,230000.0
True,2,2,Grunwald,37,238000.0
True,4,0,Piątkowo,74,392000.0
True,4,2,Piątkowo,74,380000.0
True,2,4,Górczyn,20,329000.0
True,3,1,Naramowice,47,347000.0
True,2,6,Winogrady,38,259900.0
True,5,3,Piątkowo,125,590000.0
True,2,1,Naramowice,53,320000.0
True,2,5,Centrum,40,432000.0
True,3,1,Piątkowo,84,435000.0
True,2,1,Podolany,46,389000.0
True,3,1,Sołacz,90,799999.0
True,3,3,Piątkowo,60,310000.0
True,3,0,Jeżyce,74,260000.0
True,2,2,Piątkowo,49,266000.0
True,2,2,Stare,77,316498.0
True,3,1,Rataje,50,519000.0
True,2,2,Stare,75,442150.0
True,3,2,Centrum,74,395000.0
True,2,1,Centrum,70,599000.0
True,2,1,Centrum,48,459000.0
True,3,1,Winogrady,51,339000.0
True,3,2,Jeżyce,50,375000.0
True,2,4,Ogrody,41,289000.0
True,2,5,Winogrady,60,230000.0
True,2,4,Centrum,55,440000.0
True,3,2,Centrum,80,599000.0
True,3,4,Winogrady,52,343200.0
True,2,1,Centrum,60,385000.0
True,3,3,Centrum,88,300000.0
True,4,4,Centrum,85,529000.0
True,3,3,Wilda,82,349000.0
True,4,2,Nowe,71,405000.0
True,2,4,Jeżyce,89,355000.0
True,2,0,Górczyn,50,235000.0
True,4,1,Grunwald,64,495000.0
True,2,3,Wilda,60,285000.0
True,3,4,Łazarz,82,385000.0
True,3,3,Wilda,67,379999.0
True,2,13,Rataje,67,370000.0
True,3,0,Naramowice,71,450000.0
True,3,3,Górczyn,70,479000.0
True,4,2,Łazarz,40,439000.0
True,3,0,Łazarz,80,385000.0
True,4,1,Łazarz,50,550000.0
True,3,4,Grunwald,47,260000.0
True,4,2,Łazarz,90,755000.0
True,2,0,Górczyn,54,319000.0
True,3,1,Łazarz,30,380000.0
True,3,1,Piątkowo,76,530000.0
True,3,2,Grunwald,112,900000.0
True,3,8,Piątkowo,75,375000.0
True,2,5,Centrum,50,576500.0
True,2,5,Chwaliszewo,50,576500.0
True,3,2,Centrum,57,438503.0
False,2,3,Grunwald,17,354454.0
False,4,2,Górczyn,63,489780.0
False,4,1,Górczyn,92,491520.0
False,2,1,Grunwald,13,273875.5
True,2,2,Dębiec,35,267000.0
True,2,2,Piątkowo,90,260000.0
True,4,3,Łazarz,38,587000.0
True,3,1,Naramowice,110,460000.0
True,4,1,Rataje,70,695000.0
True,4,11,Grunwald,73,506657.0
True,2,5,Grunwald,38,298250.0
True,2,2,Grunwald,24,297421.0
True,2,9,Nowe,38,275000.0
True,2,4,Nowe,70,267000.0
True,3,4,Grunwald,20,447000.0
True,3,4,Wilda,42,349900.0
True,4,0,Centrum,66,360000.0
True,4,3,Jeżyce,70,525000.0
True,3,2,Strzeszyn,70,450000.0
True,4,5,Górczyn,25,690000.0
True,2,4,Sołacz,50,334000.0
True,2,3,Jeżyce,43,240000.0
True,3,2,Rataje,48,307000.0
True,2,2,Rataje,48,307000.0
True,3,8,Nowe,63,345000.0
False,3,1,Podolany,32,333694.0
False,3,1,Piątkowo,38,333694.0
True,3,0,Grunwald,53,299000.0
True,3,3,Stare,49,389000.0
True,2,2,Centrum,74,310000.0
True,2,0,Grunwald,50,220000.0
True,2,1,Grunwald,52,332800.0
True,2,2,Stare,38,240000.0
False,2,2,Naramowice,50,323206.0
False,3,3,Stare,62,558745.0
True,2,6,Jeżyce,49,290000.0
True,2,3,Piątkowo,49,285000.0
True,3,1,Rataje,67,365000.0
True,2,1,Rataje,47,263000.0
True,2,2,Jeżyce,42,289000.0
True,3,4,Grunwald,48,265000.0
True,2,1,Nowe,40,310000.0
True,3,2,Winogrady,48,300000.0
True,2,5,Centrum,49,565964.0
True,3,7,Rataje,84,747000.0
True,2,0,Naramowice,50,275000.0
True,4,2,Rataje,71,405000.0
True,4,1,Górczyn,92,491520.0
True,2,1,Górczyn,59,363258.0
True,2,2,Górczyn,53,305739.0
True,3,4,Piątkowo,69,399000.0
True,2,1,Sołacz,38,280000.0
True,2,0,Dębiec,48,299900.0
True,2,3,Naramowice,59,420000.0
True,4,8,Rataje,100,650000.0
True,3,3,Wilda,82,329000.0
True,3,2,Piątkowo,66,355000.0
True,3,2,Rataje,79,375000.0
True,3,4,Nowe,44,200000.0
True,2,2,Zawady,52,315000.0
True,2,3,Rataje,49,259000.0
True,3,2,Podolany,56,379000.0
True,2,3,Górczyn,17,354454.0
True,2,10,Górczyn,38,237000.0
True,2,2,Zawady,52,315000.0
True,3,2,Wilda,67,379999.0
True,2,1,Naramowice,52,279000.0
True,2,4,Rataje,44,250000.0
True,3,2,Naramowice,98,620000.0
True,3,5,Grunwald,60,450000.0
True,2,2,Dębiec,40,290000.0
True,2,6,Winogrady,49,393599.0
True,2,2,Nowe,48,289000.0
True,2,8,Dębiec,37,240000.0
True,2,5,Rataje,63,420000.0
True,3,3,Chwaliszewo,70,800000.0
True,2,2,Łazarz,52,285000.0
True,3,0,Centrum,63,495000.0
True,2,0,Jeżyce,43,289575.0
True,2,5,Grunwald,46,259000.0
True,2,4,Grunwald,43,265000.0
True,5,1,Naramowice,98,495000.0
True,2,0,Naramowice,50,275000.0
True,2,3,Chwaliszewo,56,320000.0
True,2,5,Grunwald,41,360000.0
True,2,0,Winogrady,48,360000.0
True,4,0,Kobylepole,105,750000.0
True,2,0,Rataje,46,260000.0
True,3,4,Centrum,44,260000.0
True,5,2,Centrum,161,1050000.0
True,2,0,Nowe,56,379000.0
True,2,8,Grunwald,55,560000.0
True,2,1,Łazarz,51,335400.0
True,2,5,Winogrady,42,290000.0
True,2,3,Winogrady,38,235000.0
True,2,4,Winogrady,53,300000.0
True,3,1,Winiary,66,399000.0
True,3,1,Grunwald,91,830000.0
True,2,6,Dębiec,38,385500.0
True,5,0,Sołacz,129,199000.0
True,2,4,Stare,33,295000.0
True,4,11,Rataje,74,370000.0
True,3,1,Piątkowo,63,335000.0
True,3,7,Piątkowo,63,350000.0
True,3,1,Łazarz,98,380000.0
True,2,0,Grunwald,34,184000.0
True,4,5,Jeżyce,96,855000.0
True,2,0,Wilda,36,215000.0
True,4,1,Naramowice,98,495000.0
True,2,5,Nowe,50,250000.0
True,3,7,Wilda,53,275000.0
True,3,1,Malta,61,409000.0
True,2,0,Głuszyna,52,200000.0
True,3,3,Wilda,66,299000.0
True,4,3,Sołacz,83,490000.0
True,2,0,Stare,44,245000.0
True,3,4,Nowe,99,950000.0
True,2,3,Nowe,50,355000.0
True,3,3,Łazarz,95,380000.0
True,4,3,Jeżyce,104,525000.0
True,2,3,Naramowice,50,400000.0
True,2,10,Grunwald,42,248000.0
True,3,0,Centrum,55,380000.0
True,2,3,Naramowice,56,453600.0
True,2,3,Winogrady,37,290000.0
True,4,5,Grunwald,107,690000.0
True,3,6,Jeżyce,64,350000.0
True,4,3,Winogrady,65,340000.0
True,3,1,Rataje,78,345000.0
True,3,10,Piątkowo,67,395000.0
True,5,1,Naramowice,98,495000.0
True,2,3,Grunwald,47,269000.0
True,2,12,Winogrady,46,257000.0
True,3,3,Naramowice,75,516000.0
True,2,4,Naramowice,42,285000.0
True,3,1,Naramowice,60,354000.0
True,2,0,Centrum,42,345000.0
True,2,1,Naramowice,57,550000.0
True,4,3,Grunwald,81,670000.0
True,5,0,Podolany,135,659000.0
True,5,1,Stare,105,925000.0
True,5,1,Naramowice,98,510000.0
True,3,3,Jeżyce,70,350000.0
True,3,1,Winogrady,50,345000.0
True,2,0,Piątkowo,48,279000.0
True,2,2,Stare,55,535000.0
True,2,1,Rataje,54,350000.0
True,3,3,Rataje,63,349000.0
True,2,3,Wilda,39,250000.0
True,2,10,Nowe,48,270000.0
True,2,0,Łazarz,49,285000.0
True,3,4,Nowe,99,999000.0
True,3,1,Piątkowo,74,425000.0
True,3,1,Naramowice,66,479000.0
True,3,0,Wilda,112,360000.0
True,3,1,Łazarz,64,495000.0
True,3,3,Grunwald,60,599000.0
True,3,2,Podolany,68,390000.0
True,4,1,Grunwald,101,450000.0
True,2,4,Piątkowo,49,313000.0
True,3,3,Wilda,63,338000.0
True,2,11,Winogrady,47,285000.0
True,2,0,Grunwald,42,270000.0
True,4,4,Jeżyce,60,360000.0
True,2,3,Centrum,60,399000.0
True,3,5,Jeżyce,69,619000.0
True,2,1,Jeżyce,53,330000.0
True,7,5,Jeżyce,166,1612000.0
True,3,3,Centrum,50,399000.0
True,2,1,Stare,50,365000.0
True,3,0,Grunwald,75,450000.0
True,3,4,Winogrady,47,288000.0
True,2,16,Rataje,36,240000.0
True,2,0,Jeżyce,55,326000.0
True,2,4,Zawady,66,250000.0
True,2,4,Naramowice,44,288000.0
True,2,7,Winiary,49,289000.0
True,3,0,Rataje,69,515000.0
True,3,3,Centrum,43,428000.0
True,5,1,Naramowice,98,510000.0
True,2,2,Piątkowo,48,320000.0
True,4,3,Łazarz,103,659200.0
True,5,0,Grunwald,130,499000.0
True,2,2,Dębiec,48,240000.0
True,4,1,Naramowice,98,495000.0
True,3,0,Rataje,56,320000.0
True,3,2,Rataje,64,430000.0
True,5,4,Winogrady,64,409000.0
True,3,4,Łazarz,53,415000.0
True,3,2,Rataje,65,359000.0
True,2,5,Rataje,53,410000.0
True,3,3,Nowe,83,479000.0
True,4,3,Grunwald,68,365000.0
True,2,3,Grunwald,64,369000.0
True,2,2,Nowe,42,259000.0
True,3,4,Dębiec,45,250000.0
True,2,4,Nowe,47,299000.0
True,2,1,Centrum,72,430000.0
True,2,0,Dębiec,50,275000.0
True,3,4,Nowe,99,950000.0
True,3,7,Rataje,78,329000.0
True,4,6,Piątkowo,73,380000.0
True,2,5,Centrum,49,299000.0
True,2,1,Wilda,44,265000.0
True,2,13,Rataje,48,370000.0
True,4,4,Piątkowo,76,370000.0
True,3,1,Piątkowo,78,379000.0
True,2,3,Grunwald,44,299000.0
True,2,5,Jeżyce,61,379999.0
True,5,1,Jeżyce,128,1000000.0
True,3,2,Jeżyce,106,549000.0
True,3,9,Nowe,65,335000.0
True,3,0,Jeżyce,65,489000.0
True,3,4,Rataje,63,379000.0
True,3,0,Grunwald,45,245000.0
True,2,0,Łazarz,52,235000.0
True,2,1,Jeżyce,45,295555.0
True,2,0,Górczyn,38,224000.0
True,2,2,Winogrady,38,315000.0
True,3,4,Nowe,79,429000.0
True,3,0,Naramowice,94,595000.0
True,3,0,Bonin,56,330000.0
True,2,13,Rataje,49,275000.0
True,4,2,Wilda,120,499000.0
True,2,10,Winogrady,46,287000.0
True,2,10,Piątkowo,46,280000.0
True,2,1,Górczyn,13,273875.0
True,3,0,Winogrady,70,450000.0
True,3,4,Jeżyce,64,325000.0
True,2,3,Górczyn,59,299817.0
True,2,2,Naramowice,58,295000.0
True,4,6,Piątkowo,73,380000.0
True,3,4,Winogrady,65,399000.0
True,3,3,Winogrady,48,305000.0
True,2,3,Jeżyce,37,220000.0
True,3,2,Antoninek,61,285000.0
True,2,2,Grunwald,37,238000.0
True,2,0,Rataje,30,200000.0
True,2,5,Centrum,50,298000.0
False,3,2,Winogrady,42,391729.0
False,3,2,Winogrady,41,347090.0
False,2,1,Winogrady,82,285678.0
False,2,4,Winogrady,38,321656.0
False,2,6,Winogrady,60,312259.0
False,3,1,Winogrady,90,347090.0
False,3,6,Jeżyce,96,355042.0
False,3,2,Stare,78,496573.0
False,2,2,Starołęka,54,300680.0
True,4,4,Piątkowo,90,395000.0
False,4,4,Górczyn,66,771672.0
True,4,1,Szczepankowo,60,399000.0
True,3,0,Szczepankowo,45,340100.0
False,2,5,Rataje,91,225228.0
False,2,9,Grunwald,49,324387.0
False,3,0,Starołęka,80,362459.0
False,2,1,Podolany,74,247705.0
True,3,8,Nowe,78,339000.0
True,2,2,Wilda,33,207000.0
True,2,4,Grunwald,50,295000.0
True,2,5,Wilda,65,324500.0
True,3,4,Wilda,47,429000.0
True,4,0,Szczepankowo,71,399000.0
True,3,1,Winogrady,42,411804.0
True,2,3,Winogrady,33,282613.0
True,2,1,Winogrady,59,235399.0
True,2,7,Winogrady,21,265741.0
True,3,3,Winogrady,89,323340.0
True,3,7,Winogrady,57,293848.0
True,4,2,Winogrady,17,337303.0
True,2,3,Centrum,21,470092.0
True,2,0,Wilda,53,310000.0
True,4,1,Nowe,54,365000.0
True,2,6,Winogrady,38,259000.0
True,3,3,Centrum,23,414225.0
True,3,3,Grunwald,104,489000.0
True,4,3,Grunwald,30,350000.0
True,2,3,Rataje,20,325000.0
False,3,1,Grunwald,55,321845.0
True,2,14,Rataje,49,248000.0
True,2,5,Centrum,64,286000.0
True,3,4,Piątkowo,16,399000.0
True,2,7,Winiary,80,289000.0
True,3,11,Winogrady,50,329000.0
False,2,1,Winogrady,43,252723.0
False,2,2,Starołęka,54,300680.0
False,3,2,Stare,78,496573.0
False,3,4,Winogrady,42,392181.0
False,3,2,Stare,78,496573.0
False,3,2,Naramowice,17,412438.0
True,2,5,Centrum,49,286000.0
True,2,9,Rataje,49,269000.0
True,2,1,Grunwald,61,315000.0
True,3,3,Jeżyce,48,318390.0
True,2,0,Jeżyce,36,242406.0
True,3,2,Stare,49,296278.0
True,2,0,Stare,37,223747.0
True,4,5,Winogrady,65,388755.0
True,3,1,Winogrady,57,347095.0
True,2,1,Ogrody,50,269000.0
True,2,9,Grunwald,50,285000.0
True,2,0,Łazarz,46,114642.0
True,2,5,Stare,64,286000.0
True,3,1,Jeżyce,68,333693.0
True,2,0,Świerczewo,60,435000.0
True,4,1,Jeżyce,40,320000.0
True,4,0,Grunwald,60,395000.0
True,2,3,Stare,44,353457.0
True,2,3,Grunwald,45,267704.0
True,2,2,Grunwald,40,245831.0
True,3,2,Winogrady,69,391729.0
True,2,7,Stare,39,240875.0
True,4,2,Nowe,74,424380.0
True,2,0,Nowe,55,282996.0
True,3,1,Rataje,48,285000.0
False,2,3,Nowe,55,284618.0
False,4,2,Winogrady,94,512034.0
False,2,3,Nowe,55,284618.0
False,2,6,Jeżyce,12,255404.0
False,3,8,Winogrady,20,315810.0
False,2,0,Starołęka,59,282994.0
False,3,7,Grunwald,65,637135.0
False,5,0,Morasko,42,754000.0
True,3,0,Szczepankowo,85,336000.0
True,2,3,Nowe,90,355000.0
True,3,0,Rataje,73,475000.0
True,3,4,Winogrady,60,275000.0
True,3,4,Winogrady,70,275000.0
True,2,7,Winogrady,80,289000.0
True,3,0,Rataje,63,315000.0
True,2,1,Łazarz,54,260000.0
True,4,4,Piątkowo,76,370000.0
True,2,3,Jeżyce,70,319990.0
False,2,3,Głuszyna,45,156085.0
False,2,5,Rataje,91,225228.0
False,2,1,Nowe,85,308237.0
False,2,14,Grunwald,74,353275.0
False,3,2,Głuszyna,56,228144.0
False,2,2,Głuszyna,45,156085.0
False,2,14,Grunwald,74,353275.0
False,2,14,Grunwald,74,353275.0
False,2,3,Głuszyna,45,156085.0
False,2,4,Nowe,54,156085.0
False,2,3,Grunwald,22,267702.0
False,2,14,Grunwald,74,353275.0
False,2,1,Podolany,74,247705.0
False,3,8,Winogrady,20,315810.0
True,4,4,Stare,60,370000.0
True,2,2,Stare,70,265000.0
False,3,3,Winogrady,27,304140.0
False,4,0,Szczepankowo,77,394000.0
False,2,1,Starołęka,85,287882.0
True,3,0,Rataje,20,729000.0
True,4,3,Piątkowo,65,445000.0
True,3,1,Wilda,90,339000.0
True,4,0,Piątkowo,74,382000.0
True,2,4,Jeżyce,35,335000.0
True,2,0,Plewiska,40,258000.0
True,2,1,Grunwald,31,195000.0
True,2,1,Grunwald,16,229000.0
True,3,1,Piątkowo,40,327000.0
True,3,1,Nowe,54,279000.0
True,3,1,Piątkowo,63,329000.0
True,2,3,Jeżyce,37,220000.0
True,3,2,Antoninek,61,285000.0
True,2,5,Stare,49,286000.0
True,3,1,Jeżyce,73,550000.0
True,3,1,Stare,58,366770.0
True,4,0,Piątkowo,74,392000.0
True,4,4,Stare,26,504326.0
True,2,1,Winogrady,37,232408.0
True,2,2,Jeżyce,38,247000.0
True,3,2,Jeżyce,48,318384.0
True,4,2,Jeżyce,57,371930.0
True,3,1,Winogrady,57,347092.0
True,2,2,Winogrady,49,286445.0
True,2,2,Stare,42,254309.0
True,2,4,Stare,39,238950.0
True,3,1,Nowe,68,442080.0
True,3,1,Nowe,14,319998.0
True,3,2,Nowe,63,404965.0
True,3,3,Nowe,14,336840.0
True,3,3,Nowe,83,380931.0
True,3,8,Grunwald,53,341311.0
True,2,0,Nowe,80,325000.0
True,2,1,Grunwald,33,388000.0
True,2,1,Grunwald,35,219000.0
False,4,1,Starołęka,94,1007500.0
False,5,0,Starołęka,71,1203616.0
